at_bats,average,era,first_place_votes,home_runs,innings,league,name,obp,ops,points,rbi,runs,saves,sb,slg,strike_outs,team,vote_share,walks,war,wins,year
563,.325,,20.0,25, ,NL,"Cepeda,Orlando",.399,.923,280.0,111,91,,11,.524,,STL,100%,62,6.8,,1967
471,.295,,0.0,14, ,NL,"McCarver,Tim",.369,.822,136.0,69,68,,8,.452,,STL,49%,54,6.0,,1967
585,.357,,0.0,23, ,NL,"Clemente,Roberto",.400,.954,129.0,110,103,,9,.554,,PIT,46%,41,8.9,,1967
586,.300,,0.0,31, ,NL,"Santo,Ron",.395,.906,103.0,98,107,,1,.512,,CHC,37%,96,9.8,,1967
600,.307,,0.0,39, ,NL,"Aaron,Hank",.369,.943,79.0,109,113,,17,.573,,ATL,28%,63,8.5,,1967
84,.119,2.85,0.0,1,262.1,NL,"McCormick,Mike",.157,.336,73.0,5,8,0,0,.179,150,SFG,26%,4,4.2,22,1967
689,.299,,0.0,21, ,NL,"Brock,Lou",.327,.799,49.0,76,113,,52,.472,,STL,18%,24,5.6,,1967
600,.290,,0.0,26, ,NL,"Perez,Tony",.328,.818,43.0,102,78,,0,.490,,CIN,15%,33,3.2,,1967
520,.281,,0.0,14, ,NL,"Javier,Julian",.314,.718,41.0,64,68,,6,.404,,STL,15%,25,2.6,,1967
585,.301,,0.0,12, ,NL,"Rose,Pete",.364,.808,40.0,76,86,,11,.444,,CIN,14%,56,4.8,,1967
594,.249,,0.0,37, ,NL,"Wynn,Jim",.331,.826,29.0,107,102,,16,.495,,HOU,10%,74,5.3,,1967
93,.151,2.80,0.0,0,289.1,NL,"Jenkins,Fergie",.200,.404,26.0,10,5,0,0,.204,236,CHC,9%,6,5.2,20,1967
514,.335,,0.0,5, ,NL,"Flood,Curt",.378,.793,24.0,50,68,,2,.414,,STL,9%,37,5.3,,1967
573,.276,,0.0,23, ,NL,"Banks,Ernie",.310,.765,22.0,95,68,,2,.455,,CHC,8%,27,2.4,,1967
40,.150,2.43,0.0,0,155.1,NL,"Briles,Nelson",.209,.359,20.0,0,5,6,0,.150,94,STL,7%,3,3.6,14,1967
546,.333,,0.0,10, ,NL,"Staub,Rusty",.398,.871,12.0,74,71,,0,.473,,HOU,4%,60,5.1,,1967
578,.289,,0.0,29, ,NL,"Hart,Jim Ray",.373,.882,10.0,99,98,,1,.509,,SFG,4%,77,5.8,,1967
78,.128,2.67,0.0,0,222.1,NL,"Hughes,Dick",.150,.278,10.0,4,3,3,0,.128,161,STL,4%,2,3.9,16,1967
463,.307,,0.0,23, ,NL,"Allen,Dick",.404,.970,9.0,77,89,,20,.566,,PHI,3%,75,5.3,,1967
17,.059,1.27,0.0,0,106.1,NL,"Abernathy,Ted",.059,.118,8.0,2,0,28,0,.059,88,CIN,3%,0,6.0,6,1967
572,.245,,0.0,26, ,NL,"Boyer,Clete",.292,.715,6.0,96,63,,6,.423,,ATL,2%,39,3.0,,1967
104,.163,2.29,0.0,2,302.1,NL,"Bunning,Jim",.171,.421,5.0,12,8,0,0,.250,253,PHI,2%,1,8.0,17,1967
60,.133,2.98,0.0,0,175.1,NL,"Gibson,Bob",.235,.369,5.0,3,7,0,0,.133,147,STL,2%,8,2.7,13,1967
539,.267,,0.0,14, ,NL,"Hundley,Randy",.322,.725,5.0,60,68,,2,.403,,CHC,2%,44,3.9,,1967
77,.143,2.76,0.0,0,251.0,NL,"Seaver,Tom",.230,.399,5.0,5,5,0,2,.169,170,NYM,2%,8,6.7,16,1967
550,.287,,0.0,6, ,NL,"Alley,Gene",.337,.728,3.0,55,59,,10,.391,,PIT,1%,36,4.8,,1967
577,.302,,0.0,16, ,NL,"Davis,Tommy",.342,.782,3.0,73,72,,9,.440,,NYM,1%,31,2.7,,1967
508,.339,,0.0,9, ,NL,"Gonzalez,Tony",.396,.869,3.0,59,74,,10,.472,,PHI,1%,47,5.4,,1967
456,.276,,0.0,31, ,NL,"McCovey,Willie",.378,.913,2.0,91,73,,3,.535,,SFG,1%,71,5.0,,1967
576,.316,,20.0,49, ,AL,"Robinson,Frank",.410,1.047,280.0,122,122,,8,.637,,BAL,100%,87,7.7,,1966
620,.269,,0.0,23, ,AL,"Robinson,Brooks",.333,.776,153.0,100,91,,2,.444,,BAL,55%,56,4.6,,1966
491,.287,,0.0,34, ,AL,"Powell,Boog",.372,.903,122.0,109,78,,0,.532,,BAL,44%,67,4.0,,1966
569,.281,,0.0,39, ,AL,"Killebrew,Harmon",.391,.929,96.0,110,89,,0,.538,,MIN,34%,103,5.9,,1966
118,.195,2.75,0.0,2,304.2,AL,"Kaat,Jim",.228,.507,84.0,13,12,0,0,.280,205,MIN,30%,5,5.0,25,1966
622,.307,,0.0,25, ,AL,"Oliva,Tony",.353,.854,71.0,87,99,,13,.502,,MIN,25%,42,6.4,,1966
479,.288,,0.0,29, ,AL,"Kaline,Al",.392,.927,66.0,88,85,,5,.534,,DET,24%,81,5.6,,1966
629,.273,,0.0,22, ,AL,"Agee,Tommie",.326,.773,63.0,86,98,,44,.447,,CHW,23%,41,6.4,,1966
659,.276,,0.0,6, ,AL,"Aparicio,Luis",.311,.676,51.0,41,97,,25,.366,,BAL,18%,33,4.2,,1966
573,.267,,0.0,5, ,AL,"Campaneris,Bert",.302,.681,36.0,42,82,,52,.379,,KCA,13%,25,3.6,,1966
19,.105,2.25,0.0,0,92.0,AL,"Miller,Stu",.105,.211,27.0,3,2,18,0,.105,67,BAL,10%,0,3.4,9,1966
603,.279,,0.0,32, ,AL,"Cash,Norm",.351,.829,23.0,93,98,,2,.478,,DET,8%,66,3.7,,1966
21,.095,1.99,0.0,0,113.0,AL,"Aker,Jack",.095,.238,22.0,2,1,32,0,.143,68,KCA,8%,0,4.6,8,1966
96,.240,3.07,0.0,7,264.0,AL,"Wilson,Earl",.299,.799,13.0,22,20,0,0,.500,200,TOT,5%,8,7.7,18,1966
93,.183,3.92,0.0,0,264.1,AL,"McLain,Denny",.224,.429,12.0,5,10,0,1,.204,192,DET,4%,5,2.3,20,1966
492,.234,,0.0,12, ,AL,"Freehan,Bill",.294,.646,9.0,46,47,,5,.352,,DET,3%,40,1.2,,1966
412,.221,,0.0,11, ,AL,"Etchebarren,Andy",.293,.657,7.0,50,49,,0,.364,,BAL,3%,38,1.3,,1966
590,.232,,0.0,17, ,AL,"Knoop,Bobby",.282,.669,6.0,72,54,,1,.386,,CAL,2%,43,3.0,,1966
333,.288,,0.0,23, ,AL,"Mantle,Mickey",.389,.927,5.0,56,40,,1,.538,,NYY,2%,57,3.6,,1966
537,.233,,0.0,27, ,AL,"Tresh,Tom",.341,.762,5.0,68,76,,5,.421,,NYY,2%,86,5.4,,1966
526,.262,,0.0,27, ,AL,"Horton,Willie",.321,.802,4.0,100,72,,1,.481,,DET,1%,44,2.3,,1966
319,.288,,0.0,16, ,AL,"Reichardt,Rick",.367,.846,4.0,44,48,,8,.480,,CAL,1%,27,2.1,,1966
22,.136,3.83,0.0,0,108.0,AL,"Sanford,Jack",.200,.427,4.0,1,1,5,0,.227,54,CAL,1%,2,0.2,13,1966
508,.276,,0.0,16, ,AL,"Valentine,Fred",.351,.806,4.0,59,77,,22,.455,,WSA,1%,51,3.5,,1966
549,.279,,0.0,23, ,AL,"Wagner,Leon",.334,.775,4.0,66,70,,5,.441,,CLE,1%,46,1.7,,1966
86,.163,3.37,0.0,1,245.2,AL,"Richert,Pete",.191,.435,3.0,6,12,0,0,.244,195,WSA,1%,2,2.5,14,1966
585,.255,,0.0,31, ,AL,"Pepitone,Joe",.290,.753,2.0,83,85,,4,.463,,NYY,1%,29,2.7,,1966
558,.265,,0.0,28, ,AL,"Conigliaro,Tony",.330,.817,1.0,93,77,,0,.487,,BOS,0%,52,2.5,,1966
611,.252,,0.0,13, ,AL,"Fregosi,Jim",.325,.716,1.0,67,78,,17,.391,,CAL,0%,67,5.5,,1966
85,.129,2.80,0.0,0,241.0,AL,"Siebert,Sonny",.138,.291,1.0,3,4,1,0,.153,163,CLE,0%,1,4.6,16,1966
594,.278,,0.0,16, ,AL,"Yastrzemski,Carl",.368,.799,1.0,80,81,,8,.431,,BOS,0%,84,5.5,,1966
638,.317,,8.0,29, ,NL,"Clemente,Roberto",.360,.896,218.0,119,105,,7,.536,,PIT,78%,46,8.2,,1966
118,.076,1.73,9.0,0,323.0,NL,"Koufax,Sandy",.113,.215,208.0,5,5,0,0,.102,317,LAD,74%,5,9.7,27,1966
552,.288,,0.0,37, ,NL,"Mays,Willie",.368,.924,111.0,103,99,,5,.556,,SFG,40%,70,9.0,,1966
524,.317,,1.0,40, ,NL,"Allen,Dick",.396,1.027,107.0,110,112,,10,.632,,PHI,38%,68,7.5,,1966
666,.327,,2.0,31, ,NL,"Alou,Felipe",.361,.894,83.0,74,122,,5,.533,,ATL,30%,24,6.3,,1966
112,.250,2.23,0.0,1,307.1,NL,"Marichal,Juan",.263,.585,74.0,15,10,0,0,.321,222,SFG,26%,2,9.8,25,1966
21,.143,1.62,0.0,0,116.2,NL,"Regan,Phil",.250,.393,66.0,0,2,21,0,.143,88,LAD,24%,3,5.0,14,1966
603,.279,,0.0,44, ,NL,"Aaron,Hank",.356,.895,57.0,127,117,,21,.539,,ATL,20%,76,7.9,,1966
535,.342,,0.0,2, ,NL,"Alou,Matty",.373,.793,36.0,27,86,,23,.421,,PIT,13%,24,3.3,,1966
654,.313,,0.0,16, ,NL,"Rose,Pete",.351,.811,31.0,70,97,,4,.460,,CIN,11%,37,4.1,,1966
579,.299,,0.0,7, ,NL,"Alley,Gene",.334,.752,24.0,43,88,,8,.418,,PIT,9%,27,5.3,,1966
561,.312,,0.0,30, ,NL,"Santo,Ron",.412,.950,23.0,94,93,,4,.538,,CHC,8%,95,8.9,,1966
501,.301,,0.0,20, ,NL,"Cepeda,Orlando",.361,.834,22.0,73,70,,9,.473,,TOT,8%,38,2.8,,1966
445,.276,,0.0,9, ,NL,"Roseboro,John",.343,.740,22.0,53,47,,3,.398,,LAD,8%,44,3.7,,1966
485,.315,,0.0,33, ,NL,"Stargell,Willie",.381,.962,19.0,102,84,,2,.581,,PIT,7%,48,4.8,,1966
546,.315,,0.0,36, ,NL,"Torre,Joe",.382,.943,18.0,101,83,,0,.560,,ATL,6%,60,6.4,,1966
502,.295,,0.0,36, ,NL,"McCovey,Willie",.391,.977,12.0,96,85,,2,.586,,SFG,4%,76,5.9,,1966
544,.274,,0.0,24, ,NL,"Lefebvre,Jim",.333,.793,8.0,74,69,,1,.460,,LAD,3%,48,5.3,,1966
86,.186,2.99,0.0,0,255.2,NL,"Perry,Gaylord",.195,.393,8.0,2,4,0,0,.198,201,SFG,3%,1,5.0,21,1966
626,.267,,0.0,10, ,NL,"Flood,Curt",.298,.663,7.0,78,64,,14,.364,,STL,3%,26,2.7,,1966
594,.273,,0.0,1, ,NL,"Wills,Maury",.314,.622,5.0,39,60,,38,.308,,LAD,2%,34,2.3,,1966
554,.280,,0.0,13, ,NL,"Staub,Rusty",.345,.756,4.0,81,60,,2,.412,,HOU,1%,58,3.6,,1966
656,.287,,0.0,1, ,NL,"Beckert,Glenn",.317,.664,3.0,59,73,,10,.348,,CHC,1%,26,0.4,,1966
81,.222,2.80,0.0,0,224.2,NL,"Maloney,Jim",.259,.543,3.0,5,8,0,0,.284,216,CIN,1%,4,7.4,16,1966
621,.262,,0.0,16, ,NL,"Mazeroski,Bill",.296,.694,3.0,82,56,,4,.398,,PIT,1%,31,3.0,,1966
577,.276,,0.0,22, ,NL,"White,Bill",.352,.803,3.0,103,85,,16,.451,,PHI,1%,68,5.3,,1966
643,.285,,0.0,15, ,NL,"Brock,Lou",.320,.749,2.0,46,94,,74,.429,,STL,1%,31,3.4,,1966
624,.284,,0.0,11, ,NL,"Davis,Willie",.302,.708,1.0,61,74,,21,.405,,LAD,0%,15,2.7,,1966
56,.232,4.29,0.0,0,199.1,NL,"Shaw,Bob",.279,.511,1.0,2,1,0,0,.232,125,TOT,0%,4,0.7,12,1966
106,.208,3.54,0.0,0,272.0,NL,"Short,Chris",.215,.432,1.0,4,6,0,0,.217,177,PHI,0%,1,2.5,20,1966
666,.273,,19.0,19, ,AL,"Versalles,Zoilo",.319,.781,275.0,77,126,,27,.462,,MIN,98%,41,7.2,,1965
576,.321,,1.0,16, ,AL,"Oliva,Tony",.378,.870,174.0,98,107,,19,.491,,MIN,62%,55,5.4,,1965
559,.297,,0.0,18, ,AL,"Robinson,Brooks",.351,.797,150.0,80,81,,3,.445,,BAL,54%,47,4.5,,1965
29,.138,2.40,0.0,0,165.1,AL,"Fisher,Eddie",.167,.339,122.0,1,3,24,0,.172,90,CHW,44%,1,2.2,15,1965
592,.287,,0.0,26, ,AL,"Colavito,Rocky",.383,.851,89.0,108,92,,1,.468,,CLE,32%,93,3.2,,1965
97,.155,3.30,0.0,0,270.1,AL,"Grant,Mudcat",.212,.438,74.0,8,13,0,0,.227,142,MIN,26%,7,2.6,21,1965
16,.063,1.89,0.0,0,119.1,AL,"Miller,Stu",.118,.243,45.0,2,1,24,0,.125,104,BAL,16%,1,4.1,14,1965
512,.273,,0.0,29, ,AL,"Horton,Willie",.340,.831,24.0,104,69,,5,.490,,DET,9%,48,3.0,,1965
602,.279,,0.0,26, ,AL,"Tresh,Tom",.348,.825,23.0,74,94,,5,.477,,NYY,8%,59,3.8,,1965
394,.297,,0.0,6, ,AL,"Battey,Earl",.375,.783,22.0,60,36,,0,.409,,MIN,8%,50,3.2,,1965
609,.261,,0.0,12, ,AL,"Wert,Don",.341,.704,22.0,53,81,,5,.363,,DET,8%,73,3.2,,1965
494,.312,,0.0,20, ,AL,"Yastrzemski,Carl",.395,.932,22.0,72,78,,7,.536,,BOS,8%,70,5.0,,1965
522,.285,,0.0,20, ,AL,"Hall,Jimmie",.347,.810,19.0,86,81,,14,.464,,MIN,7%,51,4.3,,1965
99,.131,2.63,0.0,2,291.0,AL,"Stottlemyre,Mel",.140,.372,17.0,8,8,0,0,.232,155,NYY,6%,1,6.9,20,1965
401,.269,,0.0,25, ,AL,"Killebrew,Harmon",.384,.885,15.0,75,78,,0,.501,,MIN,5%,72,4.4,,1965
399,.281,,0.0,18, ,AL,"Kaline,Al",.388,.859,9.0,72,72,,6,.471,,DET,3%,72,2.8,,1965
582,.259,,0.0,7, ,AL,"Adair,Jerry",.303,.653,7.0,66,51,,6,.351,,BAL,3%,35,2.7,,1965
587,.235,,0.0,11, ,AL,"Hansen,Ron",.304,.649,7.0,66,61,,1,.344,,CHW,3%,60,3.3,,1965
95,.126,2.18,0.0,0,273.0,AL,"McDowell,Sam",.135,.272,7.0,4,5,4,0,.137,325,CLE,3%,1,7.9,17,1965
664,.247,,0.0,6, ,AL,"Richardson,Bobby",.287,.609,6.0,47,76,,7,.322,,NYY,2%,37,-1.0,,1965
505,.301,,0.0,5, ,AL,"Davalillo,Vic",.344,.716,5.0,40,67,,26,.372,,CLE,2%,35,4.2,,1965
602,.277,,0.0,15, ,AL,"Fregosi,Jim",.337,.744,5.0,64,66,,13,.407,,CAL,2%,54,5.3,,1965
468,.293,,0.0,26, ,AL,"Whitfield,Fred",.316,.829,5.0,90,49,,2,.513,,CLE,2%,16,2.1,,1965
465,.269,,0.0,7, ,AL,"Knoop,Bobby",.313,.696,4.0,43,47,,3,.383,,CAL,1%,31,2.2,,1965
586,.283,,0.0,10, ,AL,"Buford,Don",.358,.747,3.0,47,93,,17,.389,,CHW,1%,67,6.9,,1965
361,.255,,0.0,19, ,AL,"Mantle,Mickey",.379,.831,3.0,46,44,,4,.452,,NYY,1%,73,1.8,,1965
64,.156,2.60,0.0,0,194.0,AL,"Richert,Pete",.194,.350,3.0,6,2,0,0,.156,161,WSA,1%,3,4.8,15,1965
577,.265,,0.0,14, ,AL,"Robinson,Floyd",.352,.737,3.0,66,70,,4,.385,,CHW,1%,76,4.0,,1965
578,.270,9.00,0.0,6,1.0,AL,"Campaneris,Bert",.326,.709,2.0,42,67,0,51,.382,1,KCA,1%,41,1.3,0,1965
516,.289,,0.0,21, ,AL,"Howard,Frank",.358,.835,2.0,84,53,,0,.477,,WSA,1%,55,2.3,,1965
7,.000,2.63,0.0,0,99.1,AL,"Kline,Ron",.000,.000,2.0,0,0,29,0,.000,52,WSA,1%,0,1.9,7,1965
534,.275,,0.0,18, ,AL,"Mantilla,Felix",.374,.790,2.0,92,60,,7,.416,,BOS,1%,79,1.3,,1965
467,.266,,0.0,30, ,AL,"Cash,Norm",.371,.883,1.0,83,79,,6,.512,,DET,0%,77,5.4,,1965
521,.269,,0.0,32, ,AL,"Conigliaro,Tony",.338,.850,1.0,82,82,,4,.512,,BOS,0%,51,3.4,,1965
558,.317,,9.0,52, ,NL,"Mays,Willie",.398,1.043,224.0,112,118,,9,.645,,SFG,80%,76,11.2,,1965
113,.177,2.04,6.0,0,335.2,NL,"Koufax,Sandy",.242,.437,177.0,7,4,2,0,.195,382,LAD,63%,10,8.6,26,1965
650,.286,,5.0,0, ,NL,"Wills,Maury",.330,.660,164.0,33,92,,94,.329,,LAD,59%,40,5.2,,1965
616,.287,,0.0,32, ,NL,"Johnson,Deron",.340,.854,108.0,130,92,,0,.515,,CIN,39%,52,4.0,,1965
130,.300,2.77,0.0,7,308.1,NL,"Drysdale,Don",.331,.839,77.0,19,18,1,0,.508,210,LAD,28%,5,5.4,23,1965
670,.312,,0.0,11, ,NL,"Rose,Pete",.382,.828,67.0,81,117,,8,.446,,CIN,24%,69,5.6,,1965
570,.318,,0.0,32, ,NL,"Aaron,Hank",.379,.938,58.0,89,109,,24,.560,,MLN,21%,60,7.9,,1965
589,.329,,0.0,10, ,NL,"Clemente,Roberto",.378,.842,56.0,65,91,,8,.463,,PIT,20%,43,7.1,,1965
98,.173,2.13,0.0,0,295.1,NL,"Marichal,Juan",.180,.384,26.0,9,2,1,0,.204,240,SFG,9%,1,10.5,22,1965
540,.276,,0.0,39, ,NL,"McCovey,Willie",.381,.920,25.0,92,93,,0,.539,,SFG,9%,88,5.9,,1965
523,.291,,0.0,27, ,NL,"Torre,Joe",.372,.862,23.0,80,68,,0,.489,,MLN,8%,61,4.1,,1965
645,.315,,0.0,34, ,NL,"Williams,Billy",.377,.929,21.0,108,115,,10,.552,,CHC,8%,65,7.7,,1965
18,.222,1.43,0.0,1,81.2,NL,"Linzy,Frank",.222,.611,16.0,1,3,20,0,.389,35,SFG,6%,0,4.1,9,1965
533,.272,,0.0,27, ,NL,"Stargell,Willie",.328,.829,15.0,107,68,,1,.501,,PIT,5%,39,3.3,,1965
617,.310,,0.0,11, ,NL,"Flood,Curt",.366,.788,13.0,83,90,,9,.421,,STL,5%,51,4.7,,1965
591,.299,,0.0,23, ,NL,"Hart,Jim Ray",.349,.837,13.0,96,91,,6,.487,,SFG,5%,47,3.6,,1965
82,.244,2.15,0.0,1,217.1,NL,"Law,Vern",.244,.524,12.0,6,9,0,0,.280,101,PIT,4%,0,5.3,17,1965
582,.296,,0.0,33, ,NL,"Robinson,Frank",.386,.925,11.0,113,109,,13,.540,,CIN,4%,70,5.1,,1965
608,.285,,0.0,33, ,NL,"Santo,Ron",.378,.888,11.0,101,88,,3,.510,,CHC,4%,88,7.7,,1965
546,.251,,0.0,32, ,NL,"Mathews,Eddie",.341,.810,8.0,95,77,,1,.469,,MLN,3%,73,5.4,,1965
557,.287,,0.0,11, ,NL,"Cardenas,Leo",.355,.786,7.0,57,65,,1,.431,,CIN,3%,60,4.2,,1965
544,.250,,0.0,12, ,NL,"Lefebvre,Jim",.337,.706,7.0,69,57,,3,.369,,LAD,3%,71,4.6,,1965
89,.225,2.54,0.0,0,255.1,NL,"Maloney,Jim",.296,.611,7.0,6,7,0,0,.315,244,CIN,3%,9,9.0,20,1965
619,.262,,0.0,32, ,NL,"Callison,Johnny",.328,.836,6.0,101,93,,6,.509,,PHI,2%,57,6.1,,1965
468,.259,,0.0,12, ,NL,"Johnson,Lou",.315,.706,6.0,58,57,,15,.391,,LAD,2%,24,2.4,,1965
521,.303,,0.0,3, ,NL,"Rojas,Cookie",.356,.736,5.0,42,78,,5,.380,,PHI,2%,42,2.3,,1965
437,.233,,0.0,8, ,NL,"Roseboro,John",.289,.601,5.0,57,42,,1,.311,,LAD,2%,34,1.3,,1965
619,.302,,0.0,20, ,NL,"Allen,Dick",.375,.870,4.0,85,93,,15,.494,,PHI,1%,74,6.4,,1965
105,.162,3.29,0.0,1,279.0,NL,"Cloninger,Tony",.159,.416,4.0,8,12,1,0,.257,211,MLN,1%,0,3.2,24,1965
372,.280,,0.0,4, ,NL,"Gilliam,Jim",.374,.758,3.0,39,54,,9,.384,,LAD,1%,53,2.8,,1965
601,.271,,0.0,14, ,NL,"Morgan,Joe",.373,.791,1.0,40,100,,20,.418,,HOU,0%,97,5.7,,1965
470,.291,,17.0,45, ,AL,"Trout,Mike",.438,1.083,355.0,104,110,,11,.645,,LAA,85%,110,8.2,,2019
554,.296,,13.0,41, ,AL,"Bregman,Alex",.423,1.015,335.0,112,122,,5,.592,,HOU,80%,119,9.1,,2019
657,.285,,0.0,33, ,AL,"Semien,Marcus",.369,.892,228.0,92,123,,10,.522,,OAK,54%,87,8.9,,2019
602,.327,,0.0,26, ,AL,"LeMahieu,DJ",.375,.893,178.0,102,109,,5,.518,,NYY,42%,46,5.9,,2019
614,.309,,0.0,33, ,AL,"Bogaerts,Xander",.384,.939,147.0,117,110,,4,.555,,BOS,35%,76,5.9,,2019
583,.249,,0.0,36, ,AL,"Chapman,Matt",.342,.848,89.0,91,102,,1,.506,,OAK,21%,73,8.3,,2019
479,.292,,0.0,39, ,AL,"Springer,George",.383,.974,69.0,96,96,,6,.591,,HOU,16%,67,6.4,,2019
597,.295,,0.0,29, ,AL,"Betts,Mookie",.391,.915,67.0,80,135,,16,.524,,BOS,16%,97,6.9,,2019
454,.311,,0.0,41, ,AL,"Cruz,Nelson",.392,1.031,62.0,108,81,,0,.639,,MIN,15%,56,4.4,,2019
7,.000,2.50,0.0,0,212.1,AL,"Cole,Gerrit",.000,.000,61.0,0,0,0,0,.000,326,HOU,15%,0,6.5,20,2019
2,.000,2.58,0.0,0,223.0,AL,"Verlander,Justin",.000,.000,56.0,0,0,0,0,.000,300,HOU,13%,0,7.3,21,2019
647,.311,,0.0,32, ,AL,"Devers,Rafael",.361,.916,40.0,115,129,,8,.555,,BOS,10%,48,4.9,,2019
631,.295,,0.0,22, ,AL,"Polanco,Jorge",.356,.841,20.0,79,107,,4,.485,,MIN,5%,60,4.8,,2019
530,.291,,0.0,33, ,AL,"Meadows,Austin",.364,.922,15.0,89,83,,12,.558,,TBR,4%,54,4.0,,2019
598,.284,,0.0,32, ,AL,"Lindor,Francisco",.335,.854,13.0,74,101,,22,.518,,CLE,3%,46,5.0,,2019
573,.281,,0.0,34, ,AL,"Santana,Carlos",.397,.911,9.0,93,110,,4,.515,,CLE,2%,108,4.6,,2019
546,.278,,0.0,38, ,AL,"Torres,Gleyber",.337,.871,8.0,90,96,,5,.535,,NYY,2%,48,3.1,,2019
562,.276,,0.0,32, ,AL,"Rosario,Eddie",.300,.800,6.0,109,91,,3,.500,,MIN,1%,22,1.7,,2019
634,.284,,0.0,33, ,AL,"Abreu,José",.330,.834,5.0,123,85,,2,.503,,CHW,1%,36,2.0,,2019
524,.252,,0.0,36, ,AL,"Kepler,Max",.336,.855,2.0,90,98,,1,.519,,MIN,0%,60,4.1,,2019
575,.304,,0.0,36, ,AL,"Martinez,J.D.",.383,.939,1.0,105,98,,2,.557,,BOS,0%,72,3.4,,2019
511,.315,,0.0,25, ,AL,"Moncada,Yoan",.367,.915,1.0,79,83,,10,.548,,CHW,0%,40,4.8,,2019
2,.000,3.05,0.0,0,194.2,AL,"Morton,Charlie",.000,.000,1.0,0,0,0,0,.000,240,TBR,0%,0,4.9,16,2019
483,.267,,0.0,36, ,AL,"Olson,Matt",.351,.896,1.0,91,73,,0,.545,,OAK,0%,51,5.4,,2019
589,.265,,0.0,48, ,AL,"Soler,Jorge",.354,.922,1.0,117,95,,3,.569,,KCR,0%,73,3.6,,2019
558,.305,,19.0,47, ,NL,"Bellinger,Cody",.406,1.035,362.0,115,121,,15,.629,,LAD,86%,95,9.1,,2019
489,.329,,10.0,44, ,NL,"Yelich,Christian",.429,1.100,317.0,97,100,,30,.671,,MIL,75%,80,7.0,,2019
545,.319,,1.0,34, ,NL,"Rendon,Anthony",.412,1.010,242.0,126,117,,5,.598,,WSN,58%,80,6.4,,2019
569,.329,,0.0,32, ,NL,"Marte,Ketel",.389,.981,198.0,92,97,,10,.592,,ARI,47%,53,7.2,,2019
626,.280,,0.0,41, ,NL,"Acuna,Ronald",.365,.883,155.0,101,127,,37,.518,,ATL,37%,76,5.7,,2019
588,.315,,0.0,41, ,NL,"Arenado,Nolan",.379,.962,120.0,118,102,,3,.583,,COL,29%,62,6.7,,2019
597,.260,,0.0,53, ,NL,"Alonso,Pete",.358,.941,102.0,120,103,,1,.583,,NYM,24%,72,5.2,,2019
597,.295,,0.0,38, ,NL,"Freeman,Freddie",.389,.938,90.0,121,113,,6,.549,,ATL,21%,87,4.0,,2019
542,.282,,0.0,34, ,NL,"Soto,Juan",.401,.949,45.0,110,110,,12,.548,,WSN,11%,108,4.6,,2019
65,.200,2.43,0.0,2,204.0,NL,"deGrom,Jacob",.246,.569,44.0,6,4,0,0,.323,255,NYM,10%,4,8.2,11,2019
549,.259,,0.0,37, ,NL,"Donaldson,Josh",.379,.900,27.0,94,96,,4,.521,,ATL,6%,100,6.0,,2019
588,.294,,0.0,35, ,NL,"Story,Trevor",.363,.917,26.0,85,111,,23,.554,,COL,6%,58,6.1,,2019
54,.185,2.75,0.0,0,196.1,NL,"Flaherty,Jack",.211,.451,9.0,4,4,0,1,.241,231,STL,2%,2,5.8,11,2019
538,.275,,0.0,25, ,NL,"Realmuto,J.T.",.328,.820,8.0,83,92,,9,.493,,PHI,2%,41,4.5,,2019
513,.246,,0.0,28, ,NL,"Grandal,Yasmani",.380,.848,4.0,77,79,,5,.468,,MIL,1%,109,2.4,,2019
487,.251,,0.0,35, ,NL,"Muncy,Max",.374,.889,4.0,98,101,,4,.515,,LAD,1%,90,5.7,,2019
72,.167,3.32,0.0,1,209.0,NL,"Strasburg,Stephen",.200,.422,4.0,10,4,0,0,.222,251,WSN,1%,3,6.4,18,2019
575,.271,,0.0,49, ,NL,"Suarez,Eugenio",.358,.930,4.0,103,87,,3,.572,,CIN,1%,70,3.9,,2019
51,.157,2.32,0.0,1,182.2,NL,"Ryu,Hyun Jin",.218,.453,3.0,3,3,0,0,.235,163,LAD,1%,4,5.0,14,2019
597,.260,,0.0,34, ,NL,"Goldschmidt,Paul",.346,.821,2.0,97,97,,3,.476,,STL,0%,78,2.4,,2019
478,.285,,0.0,11, ,NL,"Wong,Kolten",.361,.784,2.0,59,61,,24,.423,,STL,0%,47,5.2,,2019
595,.264,,0.0,21, ,NL,"Pillar,Kevin",.293,.735,1.0,87,82,,14,.442,,SFG,0%,18,1.3,,2019
55,.182,2.92,0.0,0,172.1,NL,"Scherzer,Max",.182,.364,1.0,2,6,0,2,.182,243,WSN,0%,0,5.7,11,2019
520,.346,,28.0,32, ,AL,"Betts,Mookie",.438,1.078,410.0,80,129,,30,.640,,BOS,98%,81,10.6,,2018
471,.312,,1.0,39, ,AL,"Trout,Mike",.460,1.088,265.0,79,101,,24,.628,,LAA,63%,122,10.2,,2018
578,.270,,0.0,39, ,AL,"Ramirez,Jose",.387,.939,208.0,105,110,,34,.552,,CLE,50%,106,7.6,,2018
569,.330,,1.0,43, ,AL,"Martinez,J.D.",.402,1.031,198.0,130,111,,6,.629,,BOS,47%,69,6.5,,2018
594,.286,,0.0,31, ,AL,"Bregman,Alex",.394,.926,192.0,103,105,,10,.532,,HOU,46%,96,7.3,,2018
