at_bats,average,era,first_place_votes,home_runs,innings,league,name,obp,ops,points,rbi,runs,saves,sb,slg,strike_outs,team,vote_share,walks,war,wins,year
661,.277,,0.0,38, ,AL,"Lindor,Francisco",.352,.871,169.0,92,129,,25,.519,,CLE,40%,70,7.8,,2018
547,.278,,0.0,24, ,AL,"Chapman,Matt",.356,.864,141.0,68,100,,1,.508,,OAK,34%,58,8.3,,2018
576,.247,,0.0,48, ,AL,"Davis,Khris",.326,.874,41.0,123,98,,0,.549,,OAK,10%,59,2.9,,2018
1,.000,1.89,0.0,0,180.2,AL,"Snell,Blake",.667,.667,38.0,0,0,0,0,.000,221,TBR,9%,1,7.1,21,2018
5,.200,2.52,0.0,0,214.0,AL,"Verlander,Justin",.200,.400,26.0,0,0,0,0,.200,290,HOU,6%,0,6.8,16,2018
596,.285,,0.0,26, ,AL,"Haniger,Mitch",.366,.859,16.0,93,90,,8,.493,,SEA,4%,70,6.2,,2018
413,.278,,0.0,27, ,AL,"Judge,Aaron",.392,.919,10.0,67,77,,6,.528,,NYY,2%,76,5.9,,2018
534,.316,,0.0,13, ,AL,"Altuve,Jose",.386,.837,9.0,61,84,,17,.451,,HOU,2%,55,4.8,,2018
513,.288,,0.0,23, ,AL,"Bogaerts,Xander",.360,.883,9.0,103,72,,8,.522,,BOS,2%,55,4.3,,2018
554,.292,,0.0,11, ,AL,"Simmons,Andrelton",.337,.754,7.0,75,68,,10,.417,,LAA,2%,35,6.3,,2018
0,,0.78,0.0,0,80.1,AL,"Treinen,Blake",,,7.0,0,0,38,0,,100,OAK,2%,0,4.1,9,2018
632,.304,,0.0,12, ,AL,"Merrifield,Whit",.367,.806,6.0,60,88,,45,.438,,KCR,1%,61,5.2,,2018
0,,1.96,0.0,0,73.1,AL,"Diaz,Edwin",,,5.0,0,0,57,0,,124,SEA,1%,0,3.3,0,2018
617,.266,,0.0,38, ,AL,"Stanton,Giancarlo",.343,.852,4.0,100,102,,5,.509,,NYY,1%,70,4.3,,2018
504,.268,,0.0,27, ,AL,"Gregorius,Didi",.335,.829,3.0,86,89,,10,.494,,NYY,1%,48,4.8,,2018
596,.267,,0.0,23, ,AL,"Lowrie,Jed",.353,.801,3.0,99,78,,0,.448,,OAK,1%,78,4.4,,2018
3,.000,2.21,0.0,0,175.1,AL,"Bauer,Trevor",.000,.000,1.0,0,1,1,0,.000,221,CLE,0%,0,5.8,12,2018
480,.248,,0.0,27, ,AL,"Hicks,Aaron",.366,.833,1.0,79,90,,11,.467,,NYY,0%,90,4.2,,2018
2,.000,2.11,0.0,0,158.0,AL,"Sale,Chris",.000,.000,1.0,0,0,0,0,.000,237,BOS,0%,0,6.8,12,2018
574,.326,,29.0,36, ,NL,"Yelich,Christian",.402,1.000,415.0,110,118,,22,.598,,MIL,99%,68,7.3,,2018
606,.290,,0.0,34, ,NL,"Baez,Javier",.326,.881,250.0,111,101,,21,.554,,CHC,60%,29,5.8,,2018
590,.297,,0.0,38, ,NL,"Arenado,Nolan",.374,.935,203.0,110,104,,2,.561,,COL,48%,73,5.9,,2018
618,.309,,0.0,23, ,NL,"Freeman,Freddie",.388,.892,174.0,98,94,,10,.505,,ATL,41%,76,5.6,,2018
67,.164,1.70,1.0,0,217.0,NL,"deGrom,Jacob",.211,.390,141.0,5,1,0,0,.179,269,NYM,34%,4,10.3,10,2018
593,.290,,0.0,33, ,NL,"Goldschmidt,Paul",.389,.922,115.0,83,95,,7,.533,,ARI,27%,90,6.2,,2018
539,.308,,0.0,10, ,NL,"Cain,Lorenzo",.395,.813,109.0,38,90,,30,.417,,MIL,26%,71,6.7,,2018
598,.291,,0.0,37, ,NL,"Story,Trevor",.348,.914,108.0,108,88,,27,.567,,COL,26%,47,5.6,,2018
564,.257,,0.0,36, ,NL,"Carpenter,Matt",.374,.897,105.0,81,111,,4,.523,,STL,25%,102,4.9,,2018
70,.243,2.53,0.0,0,220.2,NL,"Scherzer,Max",.274,.545,59.0,6,8,0,1,.271,300,WSN,14%,1,9.2,18,2018
529,.308,,0.0,24, ,NL,"Rendon,Anthony",.374,.909,21.0,92,88,,2,.535,,WSN,5%,55,4.8,,2018
433,.293,,0.0,26, ,NL,"Acuna,Ronald",.366,.917,19.0,64,78,,16,.552,,ATL,5%,45,4.2,,2018
62,.048,2.37,0.0,0,212.1,NL,"Nola,Aaron",.063,.128,16.0,4,0,0,0,.065,224,PHI,4%,1,9.7,17,2018
365,.312,,0.0,14, ,NL,"Turner,Justin",.406,.924,10.0,52,62,,2,.518,,LAD,2%,47,4.9,,2018
395,.263,,0.0,35, ,NL,"Muncy,Max",.391,.973,8.0,79,75,,3,.582,,LAD,2%,79,4.1,,2018
492,.274,,0.0,35, ,NL,"Aguilar,Jesus",.352,.890,7.0,108,80,,0,.539,,MIL,2%,58,3.2,,2018
566,.283,0.00,0.0,25,0.1,NL,"Rizzo,Anthony",.376,.846,6.0,101,74,0,6,.470,0,CHC,1%,70,2.8,0,2018
623,.297,,0.0,14, ,NL,"Markakis,Nick",.366,.806,2.0,93,78,,1,.440,,ATL,0%,72,2.7,,2018
527,.283,,0.0,34, ,NL,"Suarez,Eugenio",.366,.892,2.0,104,79,,1,.526,,CIN,0%,64,4.2,,2018
590,.346,,27.0,24, ,AL,"Altuve,Jose",.410,.957,405.0,81,112,,32,.547,,HOU,96%,58,7.6,,2017
542,.284,,2.0,52, ,AL,"Judge,Aaron",.422,1.049,279.0,114,128,,9,.627,,NYY,66%,127,7.9,,2017
585,.318,,1.0,29, ,AL,"Ramirez,Jose",.374,.957,237.0,83,107,,17,.583,,CLE,56%,52,7.0,,2017
402,.306,,0.0,33, ,AL,"Trout,Mike",.442,1.071,197.0,72,92,,22,.629,,LAA,47%,94,6.7,,2017
651,.273,,0.0,33, ,AL,"Lindor,Francisco",.337,.842,143.0,89,99,,15,.505,,CLE,34%,60,5.7,,2017
628,.264,,0.0,24, ,AL,"Betts,Mookie",.344,.803,110.0,102,101,,26,.459,,BOS,26%,77,6.3,,2017
2,.500,2.25,0.0,0,203.2,AL,"Kluber,Corey",.500,1.000,101.0,0,0,0,0,.500,265,CLE,24%,0,7.9,18,2017
589,.278,,0.0,14, ,AL,"Simmons,Andrelton",.331,.752,60.0,69,77,,19,.421,,LAA,14%,47,7.8,,2017
3,.333,2.90,0.0,0,214.1,AL,"Sale,Chris",.333,1.000,56.0,0,0,0,0,.667,308,BOS,13%,0,6.1,17,2017
556,.288,,0.0,39, ,AL,"Cruz,Nelson",.375,.924,44.0,119,91,,1,.549,,SEA,10%,70,4.2,,2017
617,.271,,0.0,34, ,AL,"Dozier,Brian",.359,.856,25.0,93,106,,16,.498,,MIN,6%,78,4.6,,2017
622,.293,,0.0,32, ,AL,"Schoop,Jonathan",.338,.841,19.0,105,92,,1,.503,,BAL,5%,35,6.3,,2017
548,.283,,0.0,34, ,AL,"Springer,George",.367,.889,17.0,85,112,,5,.522,,HOU,4%,64,5.0,,2017
621,.304,,0.0,33, ,AL,"Abreu,José",.354,.906,16.0,102,95,,3,.552,,CHW,4%,35,5.0,,2017
603,.318,,0.0,25, ,AL,"Hosmer,Eric",.385,.882,16.0,94,98,,6,.498,,KCR,4%,66,4.4,,2017
557,.273,,0.0,35, ,AL,"Upton,Justin",.361,.901,12.0,109,100,,14,.540,,TOT,3%,74,6.0,,2017
422,.315,,0.0,24, ,AL,"Correa,Carlos",.391,.941,9.0,84,82,,2,.550,,HOU,2%,53,6.6,,2017
462,.253,,0.0,16, ,AL,"Buxton,Byron",.314,.728,7.0,51,69,,29,.413,,MIN,2%,38,5.0,,2017
455,.303,,0.0,23, ,AL,"Gonzalez,Marwin",.377,.907,6.0,90,67,,8,.530,,HOU,1%,49,3.8,,2017
554,.258,,0.0,38, ,AL,"Encarnacion,Edwin",.377,.881,4.0,107,96,,2,.504,,CLE,1%,104,2.8,,2017
534,.287,,0.0,25, ,AL,"Gregorius,Didi",.318,.796,4.0,87,73,,3,.478,,NYY,1%,25,4.4,,2017
566,.247,,0.0,43, ,AL,"Davis,Khris",.336,.864,1.0,110,91,,4,.528,,OAK,0%,73,2.7,,2017
415,.270,,0.0,33, ,AL,"Donaldson,Josh",.385,.944,1.0,78,65,,2,.559,,TOR,0%,76,4.6,,2017
471,.278,,0.0,33, ,AL,"Sanchez,Gary",.345,.876,1.0,90,79,,2,.531,,NYY,0%,40,3.9,,2017
597,.281,,10.0,59, ,NL,"Stanton,Giancarlo",.376,1.007,302.0,132,123,,2,.631,,MIA,72%,85,8.0,,2017
559,.320,,10.0,36, ,NL,"Votto,Joey",.454,1.032,300.0,100,106,,5,.578,,CIN,71%,134,8.1,,2017
558,.297,,4.0,36, ,NL,"Goldschmidt,Paul",.404,.966,239.0,120,117,,18,.563,,ARI,57%,94,6.4,,2017
606,.309,,2.0,37, ,NL,"Arenado,Nolan",.373,.959,229.0,130,100,,3,.586,,COL,55%,62,6.6,,2017
644,.331,,3.0,37, ,NL,"Blackmon,Charlie",.399,1.000,205.0,104,137,,14,.601,,COL,49%,65,5.5,,2017
508,.301,,0.0,25, ,NL,"Rendon,Anthony",.403,.937,141.0,100,81,,7,.533,,WSN,34%,84,6.0,,2017
549,.295,,1.0,29, ,NL,"Bryant,Kris",.409,.946,132.0,73,111,,7,.537,,CHC,31%,95,5.6,,2017
457,.322,,0.0,21, ,NL,"Turner,Justin",.415,.945,43.0,71,72,,7,.530,,LAD,10%,59,5.6,,2017
480,.267,,0.0,39, ,NL,"Bellinger,Cody",.352,.933,38.0,97,87,,10,.581,,LAD,9%,64,4.0,,2017
62,.161,2.51,0.0,1,200.2,NL,"Scherzer,Max",.212,.422,34.0,5,4,0,0,.210,268,WSN,8%,4,7.5,16,2017
444,.306,,0.0,23, ,NL,"Pham,Tommy",.411,.931,24.0,73,95,,25,.520,,STL,6%,71,6.2,,2017
420,.319,,0.0,29, ,NL,"Harper,Bryce",.413,1.008,21.0,87,95,,4,.595,,WSN,5%,68,4.8,,2017
572,.273,,0.0,32, ,NL,"Rizzo,Anthony",.392,.899,17.0,109,99,,10,.507,,CHC,4%,91,4.7,,2017
232,.302,,0.0,29, ,NL,"Martinez,J.D.",.366,1.107,11.0,65,47,,2,.741,,ARI,3%,24,2.4,,2017
4,.500,1.32,0.0,0,68.1,NL,"Jansen,Kenley",.500,1.250,8.0,1,0,41,0,.750,109,LAD,2%,0,3.1,5,2017
613,.312,,0.0,37, ,NL,"Ozuna,Marcell",.376,.924,8.0,124,93,,1,.548,,MIA,2%,64,5.7,,2017
49,.184,2.31,0.0,0,175.0,NL,"Kershaw,Clayton",.245,.449,6.0,2,6,0,0,.204,202,LAD,1%,4,5.3,18,2017
539,.295,,0.0,22, ,NL,"Seager,Corey",.375,.854,6.0,77,85,,4,.479,,LAD,1%,67,5.3,,2017
534,.322,,0.0,23, ,NL,"Murphy,Daniel",.384,.928,3.0,93,94,,2,.543,,WSN,1%,52,3.2,,2017
4,.250,1.73,0.0,0,73.0,NL,"Bradley,Archie",.250,.500,1.0,1,0,1,0,.250,79,ARI,0%,0,3.6,3,2017
62,.210,3.20,0.0,0,202.1,NL,"Greinke,Zack",.246,.520,1.0,4,4,0,0,.274,215,ARI,0%,2,6.1,17,2017
524,.303,,0.0,36, ,NL,"Zimmerman,Ryan",.358,.930,1.0,108,90,,1,.573,,WSN,0%,44,2.6,,2017
549,.315,,19.0,29, ,AL,"Trout,Mike",.441,.991,356.0,100,123,,30,.550,,LAA,85%,116,10.5,,2016
672,.318,,9.0,31, ,AL,"Betts,Mookie",.363,.897,311.0,113,122,,26,.534,,BOS,74%,49,9.5,,2016
640,.338,,0.0,24, ,AL,"Altuve,Jose",.396,.928,227.0,96,108,,30,.531,,HOU,54%,60,7.9,,2016
577,.284,,0.0,37, ,AL,"Donaldson,Josh",.404,.953,200.0,99,122,,7,.549,,TOR,48%,109,7.2,,2016
640,.294,,0.0,37, ,AL,"Machado,Manny",.343,.876,150.0,96,105,,0,.533,,BAL,36%,48,7.3,,2016
537,.315,,1.0,38, ,AL,"Ortiz,David",.401,1.021,147.0,127,79,,2,.620,,BOS,35%,80,5.2,,2016
583,.300,,1.0,32, ,AL,"Beltre,Adrian",.358,.879,135.0,104,89,,1,.521,,TEX,32%,48,6.7,,2016
655,.298,,0.0,39, ,AL,"Cano,Robinson",.350,.882,79.0,103,107,,0,.533,,SEA,19%,47,7.3,,2016
595,.316,,0.0,38, ,AL,"Cabrera,Miguel",.393,.956,56.0,108,92,,0,.563,,DET,13%,75,5.1,,2016
604,.301,,0.0,15, ,AL,"Lindor,Francisco",.358,.794,56.0,78,99,,19,.435,,CLE,13%,57,5.1,,2016
0,,0.54,0.0,0,67.0,AL,"Britton,Zack",,,11.0,0,0,47,0,,74,BAL,3%,0,4.1,2,2016
597,.278,,0.0,30, ,AL,"Seager,Kyle",.359,.859,10.0,99,89,,3,.499,,SEA,2%,69,6.7,,2016
615,.268,,0.0,42, ,AL,"Dozier,Brian",.340,.886,9.0,99,104,,18,.546,,MIN,2%,61,5.8,,2016
601,.263,,0.0,42, ,AL,"Encarnacion,Edwin",.357,.886,7.0,127,99,,2,.529,,TOR,2%,87,4.1,,2016
589,.287,,0.0,43, ,AL,"Cruz,Nelson",.360,.915,6.0,105,96,,2,.555,,SEA,1%,62,4.8,,2016
6,.167,3.34,0.0,0,226.2,AL,"Sale,Chris",.167,.333,3.0,0,0,0,0,.167,233,CHW,1%,0,4.9,17,2016
565,.312,,0.0,11, ,AL,"Ramirez,Jose",.363,.825,2.0,76,84,,22,.462,,CLE,0%,44,4.8,,2016
5,.200,3.04,0.0,0,227.2,AL,"Verlander,Justin",.200,.400,2.0,0,1,0,0,.200,254,DET,0%,0,7.4,16,2016
619,.284,,0.0,14, ,AL,"Eaton,Adam",.362,.790,1.0,59,91,,14,.428,,CHW,0%,63,6.6,,2016
4,.250,3.14,0.0,0,215.0,AL,"Kluber,Corey",.250,.750,1.0,0,1,0,0,.500,227,CLE,0%,0,5.7,18,2016
633,.273,,0.0,36, ,AL,"Longoria,Evan",.318,.840,1.0,98,81,,0,.521,,TBR,0%,42,4.4,,2016
603,.292,,29.0,39, ,NL,"Bryant,Kris",.385,.939,415.0,102,121,,8,.554,,CHC,99%,75,7.3,,2016
531,.347,,1.0,25, ,NL,"Murphy,Daniel",.390,.985,245.0,104,88,,5,.595,,WSN,58%,35,4.5,,2016
627,.308,,0.0,26, ,NL,"Seager,Corey",.365,.877,240.0,72,105,,3,.512,,LAD,57%,54,5.2,,2016
583,.292,,0.0,32, ,NL,"Rizzo,Anthony",.385,.928,202.0,109,94,,3,.544,,CHC,48%,74,5.8,,2016
618,.294,,0.0,41, ,NL,"Arenado,Nolan",.362,.932,199.0,133,116,,2,.570,,COL,47%,68,5.9,,2016
589,.302,,0.0,34, ,NL,"Freeman,Freddie",.400,.968,129.0,91,102,,6,.569,,ATL,31%,89,6.3,,2016
556,.326,,0.0,29, ,NL,"Votto,Joey",.434,.985,100.0,97,101,,8,.550,,CIN,24%,108,4.2,,2016
479,.280,,0.0,31, ,NL,"Céspedes,Yoenis",.354,.884,45.0,86,72,,3,.530,,NYM,11%,51,3.0,,2016
556,.275,,0.0,27, ,NL,"Turner,Justin",.339,.832,44.0,90,79,,4,.493,,LAD,10%,48,5.0,,2016
70,.186,2.96,0.0,0,228.1,NL,"Scherzer,Max",.208,.408,39.0,12,4,0,0,.200,284,WSN,9%,2,6.4,20,2016
579,.297,,0.0,24, ,NL,"Goldschmidt,Paul",.411,.899,18.0,95,106,,32,.489,,ARI,4%,110,5.0,,2016
553,.275,,0.0,12, ,NL,"Crawford,Brandon",.342,.772,15.0,84,67,,7,.430,,SFG,4%,57,5.5,,2016
637,.319,,0.0,20, ,NL,"Segura,Jean",.368,.867,14.0,64,102,,33,.499,,ARI,3%,39,6.4,,2016
539,.288,,0.0,14, ,NL,"Posey,Buster",.362,.796,11.0,80,82,,6,.434,,SFG,3%,64,4.9,,2016
552,.348,,0.0,11, ,NL,"LeMahieu,DJ",.416,.911,8.0,66,104,,11,.495,,COL,2%,66,5.3,,2016
86,.186,2.74,0.0,3,226.2,NL,"Bumgarner,Madison",.268,.629,7.0,9,8,0,0,.360,251,SFG,2%,10,5.7,15,2016
0,,2.55,0.0,0,77.2,NL,"Familia,Jeurys",,,6.0,0,0,51,0,,84,NYM,1%,0,1.8,3,2016
482,.307,,0.0,22, ,NL,"Ramos,Wilson",.354,.850,6.0,80,58,,0,.496,,WSN,1%,35,3.0,,2016
525,.238,,0.0,21, ,NL,"Russell,Addison",.321,.738,5.0,95,67,,5,.417,,CHC,1%,55,3.7,,2016
58,.190,2.60,0.0,3,183.2,NL,"Syndergaard,Noah",.277,.673,5.0,6,6,0,0,.397,218,NYM,1%,7,5.7,14,2016
578,.298,,0.0,21, ,NL,"Yelich,Christian",.376,.859,5.0,98,78,,9,.483,,MIA,1%,72,4.9,,2016
390,.228,,0.0,27, ,NL,"Grandal,Yasmani",.339,.816,4.0,72,49,,1,.477,,LAD,1%,64,3.0,,2016
511,.305,,0.0,30, ,NL,"Braun,Ryan",.365,.903,2.0,91,80,,16,.538,,MIL,0%,46,4.3,,2016
58,.138,2.13,0.0,0,190.0,NL,"Hendricks,Kyle",.167,.305,2.0,2,1,0,0,.138,170,CHC,0%,1,5.2,16,2016
534,.307,,0.0,8, ,NL,"Molina,Yadier",.360,.787,2.0,58,56,,3,.427,,STL,0%,39,3.0,,2016
578,.324,,0.0,29, ,NL,"Blackmon,Charlie",.381,.933,1.0,82,111,,17,.552,,COL,0%,43,4.6,,2016
70,.114,2.79,0.0,0,219.2,NL,"Cueto,Johnny",.137,.251,1.0,5,1,0,0,.114,198,SFG,0%,2,5.3,18,2016
620,.297,,23.0,41, ,AL,"Donaldson,Josh",.371,.939,385.0,123,122,,6,.568,,TOR,92%,73,7.1,,2015
575,.299,,7.0,41, ,AL,"Trout,Mike",.402,.991,304.0,90,104,,11,.590,,LAA,72%,92,9.6,,2015
551,.307,,0.0,16, ,AL,"Cain,Lorenzo",.361,.838,225.0,72,101,,28,.477,,KCR,54%,37,7.0,,2015
633,.286,,0.0,35, ,AL,"Machado,Manny",.359,.861,158.0,86,102,,20,.502,,BAL,38%,70,7.5,,2015
5,.200,2.48,0.0,0,232.0,AL,"Keuchel,Dallas",.200,.400,107.0,0,0,0,0,.200,216,HOU,25%,0,6.6,20,2015
590,.302,,0.0,44, ,AL,"Cruz,Nelson",.369,.936,94.0,93,90,,3,.566,,SEA,22%,59,5.1,,2015
567,.287,,0.0,18, ,AL,"Beltre,Adrian",.334,.788,83.0,83,83,,1,.453,,TEX,20%,41,4.4,,2015
543,.250,,0.0,40, ,AL,"Bautista,Jose",.377,.913,82.0,114,108,,8,.536,,TOR,20%,110,4.8,,2015
9,.000,2.45,0.0,0,220.1,AL,"Price,David",.000,.000,62.0,0,0,0,0,.000,225,TOT,15%,0,6.1,18,2015
638,.313,,0.0,15, ,AL,"Altuve,Jose",.353,.812,44.0,66,86,,38,.459,,HOU,10%,33,4.0,,2015
429,.338,,0.0,18, ,AL,"Cabrera,Miguel",.440,.974,40.0,76,64,,1,.534,,DET,10%,77,4.9,,2015
528,.277,,0.0,39, ,AL,"Encarnacion,Edwin",.372,.929,38.0,111,94,,3,.557,,TOR,9%,77,4.9,,2015
613,.305,,0.0,23, ,AL,"Fielder,Prince",.378,.841,33.0,98,78,,0,.463,,TEX,8%,64,2.0,,2015
573,.262,,0.0,47, ,AL,"Davis,Chris",.361,.923,32.0,117,100,,2,.562,,BAL,8%,84,4.9,,2015
596,.282,,0.0,38, ,AL,"Martinez,J.D.",.344,.879,18.0,102,93,,3,.535,,DET,4%,53,5.4,,2015
565,.303,,0.0,9, ,AL,"Kipnis,Jason",.372,.823,17.0,52,86,,12,.451,,CLE,4%,57,4.0,,2015
505,.263,,0.0,10, ,AL,"Kiermaier,Kevin",.298,.718,10.0,40,62,,18,.420,,TBR,2%,24,7.1,,2015
569,.290,,0.0,22, ,AL,"Morales,Kendrys",.362,.847,7.0,106,81,,0,.485,,KCR,2%,58,2.7,,2015
597,.291,,0.0,18, ,AL,"Betts,Mookie",.341,.820,4.0,77,92,,21,.479,,BOS,1%,46,6.1,,2015
9,.111,3.41,0.0,0,208.2,AL,"Sale,Chris",.111,.222,4.0,0,1,0,0,.111,274,CHW,1%,0,3.4,13,2015
613,.290,,0.0,30, ,AL,"Abreu,José",.347,.850,3.0,101,88,,0,.502,,CHW,1%,39,3.5,,2015
624,.296,,0.0,11, ,AL,"Kinsler,Ian",.342,.770,3.0,73,94,,10,.428,,DET,1%,43,4.7,,2015
549,.284,,0.0,22, ,AL,"Moustakas,Mike",.348,.817,3.0,82,73,,1,.470,,KCR,1%,43,4.1,,2015
387,.279,,0.0,22, ,AL,"Correa,Carlos",.345,.857,2.0,68,52,,14,.512,,HOU,0%,40,4.8,,2015
599,.297,,0.0,18, ,AL,"Hosmer,Eric",.363,.822,2.0,93,98,,7,.459,,KCR,0%,61,4.3,,2015
441,.240,,0.0,23, ,AL,"Martin,Russell",.329,.787,2.0,77,76,,4,.458,,TOR,0%,53,3.2,,2015
465,.232,,0.0,26, ,AL,"McCann,Brian",.320,.756,2.0,94,68,,0,.437,,NYY,0%,52,2.8,,2015
529,.310,,0.0,15, ,AL,"Brantley,Michael",.379,.859,1.0,84,68,,15,.480,,CLE,0%,60,3.8,,2015
0,,0.94,0.0,0,67.1,AL,"Davis,Wade",,,1.0,0,0,17,0,,78,KCR,0%,0,3.5,8,2015
628,.236,,0.0,28, ,AL,"Dozier,Brian",.307,.751,1.0,77,101,,12,.444,,MIN,0%,61,2.8,,2015
528,.273,,0.0,37, ,AL,"Ortiz,David",.360,.913,1.0,108,73,,0,.553,,BOS,0%,77,3.1,,2015
523,.250,,0.0,33, ,AL,"Rodriguez,Alex",.356,.842,1.0,86,83,,4,.486,,NYY,0%,84,3.0,,2015
392,.255,,0.0,31, ,AL,"Teixeira,Mark",.357,.906,1.0,79,57,,2,.548,,NYY,0%,59,3.3,,2015
521,.330,,30.0,42, ,NL,"Harper,Bryce",.460,1.109,420.0,99,118,,6,.649,,WSN,100%,124,9.7,,2015
567,.321,,0.0,33, ,NL,"Goldschmidt,Paul",.435,1.005,234.0,110,103,,21,.570,,ARI,56%,118,8.3,,2015
545,.314,,0.0,29, ,NL,"Votto,Joey",.459,1.000,175.0,80,95,,11,.541,,CIN,42%,143,7.8,,2015
586,.278,,0.0,31, ,NL,"Rizzo,Anthony",.387,.899,162.0,101,94,,17,.512,,CHC,39%,78,6.4,,2015
566,.292,,0.0,23, ,NL,"McCutchen,Andrew",.401,.889,139.0,96,91,,11,.488,,PIT,33%,98,5.1,,2015
79,.152,1.77,0.0,2,229.0,NL,"Arrieta,Jake",.163,.428,134.0,2,5,0,0,.266,236,CHC,32%,1,8.6,22,2015
67,.224,1.66,0.0,2,222.2,NL,"Greinke,Zack",.232,.575,130.0,3,8,0,1,.343,200,LAD,31%,1,9.5,19,2015
616,.287,,0.0,42, ,NL,"Arenado,Nolan",.323,.898,102.0,130,97,,2,.575,,COL,24%,34,6.3,,2015
557,.318,,0.0,19, ,NL,"Posey,Buster",.379,.849,84.0,95,74,,2,.470,,SFG,20%,56,6.0,,2015
71,.127,2.13,0.0,0,232.2,NL,"Kershaw,Clayton",.162,.317,49.0,2,2,0,0,.155,301,LAD,12%,2,7.3,16,2015
559,.275,,0.0,26, ,NL,"Bryant,Kris",.369,.858,34.0,99,87,,13,.488,,CHC,8%,77,5.3,,2015
574,.272,,0.0,28, ,NL,"Carpenter,Matt",.365,.871,26.0,84,101,,4,.505,,STL,6%,81,5.0,,2015
230,.287,,0.0,17, ,NL,"Céspedes,Yoenis",.337,.942,24.0,44,39,,4,.604,,NYM,6%,14,2.1,,2015
609,.315,,0.0,20, ,NL,"Pollock,AJ",.367,.865,21.0,76,111,,39,.498,,ARI,5%,53,6.9,,2015
547,.293,,0.0,13, ,NL,"Heyward,Jason",.359,.797,15.0,60,79,,23,.439,,STL,4%,56,6.9,,2015
615,.333,,0.0,4, ,NL,"Strange-Gordon,Dee",.359,.776,6.0,46,88,,58,.418,,MIA,1%,25,4.3,,2015
1,.000,2.10,0.0,0,68.2,NL,"Rosenthal,Trevor",.000,.000,5.0,0,0,48,0,.000,83,STL,1%,0,2.6,2,2015
580,.259,,0.0,26, ,NL,"Granderson,Curtis",.364,.821,4.0,70,98,,11,.457,,NYM,1%,91,5.1,,2015
60,.150,2.60,0.0,0,208.0,NL,"Cole,Gerrit",.177,.327,3.0,2,5,0,0,.150,202,PIT,1%,2,4.5,19,2015
571,.275,,0.0,28, ,NL,"Gonzalez,Adrian",.350,.830,3.0,90,76,,0,.480,,LAD,1%,62,4.6,,2015
602,.287,,30.0,36, ,AL,"Trout,Mike",.377,.939,420.0,111,115,,16,.561,,LAA,100%,83,7.7,,2014
561,.335,,0.0,32, ,AL,"Martinez,Victor",.409,.974,229.0,103,87,,3,.565,,DET,55%,70,5.5,,2014
611,.327,,0.0,20, ,AL,"Brantley,Michael",.385,.890,191.0,97,94,,23,.506,,CLE,45%,52,7.0,,2014
556,.317,,0.0,36, ,AL,"Abreu,José",.383,.964,145.0,107,80,,3,.581,,CHW,35%,51,5.8,,2014
595,.314,,0.0,14, ,AL,"Cano,Robinson",.382,.836,124.0,82,77,,10,.454,,SEA,30%,61,6.3,,2014
553,.286,,0.0,35, ,AL,"Bautista,Jose",.403,.928,122.0,103,101,,6,.524,,TOR,29%,104,6.9,,2014
613,.271,,0.0,40, ,AL,"Cruz,Nelson",.333,.859,102.0,108,87,,4,.525,,BAL,24%,55,4.5,,2014
608,.255,,0.0,29, ,AL,"Donaldson,Josh",.342,.798,96.0,98,93,,8,.456,,OAK,23%,76,6.9,,2014
611,.313,,0.0,25, ,AL,"Cabrera,Miguel",.371,.895,82.0,109,101,,1,.524,,DET,20%,60,5.1,,2014
2,.000,2.14,0.0,0,236.0,AL,"Hernandez,Felix",.000,.000,48.0,0,0,0,0,.000,248,SEA,11%,0,6.3,15,2014
5,.200,2.44,0.0,0,235.2,AL,"Kluber,Corey",.200,.400,45.0,0,0,0,0,.200,269,CLE,11%,0,8.1,18,2014
563,.266,,0.0,19, ,AL,"Gordon,Alex",.351,.783,44.0,74,87,,12,.432,,KCR,10%,65,6.1,,2014
660,.341,,0.0,7, ,AL,"Altuve,Jose",.377,.830,41.0,59,85,,56,.453,,HOU,10%,36,5.5,,2014
644,.281,,0.0,29, ,AL,"Jones,Adam",.311,.780,34.0,96,88,,7,.469,,BAL,8%,19,4.8,,2014
549,.324,,0.0,19, ,AL,"Beltre,Adrian",.388,.879,22.0,77,79,,1,.492,,TEX,5%,57,6.2,,2014
0,,1.44,0.0,0,62.1,AL,"Holland,Greg",,,13.0,0,0,46,0,,90,KCR,3%,0,2.6,1,2014
633,.272,,0.0,28, ,AL,"Pujols,Albert",.324,.790,5.0,105,89,,5,.466,,LAA,1%,48,3.9,,2014
617,.293,,0.0,7, ,AL,"Kendrick,Howie",.347,.744,3.0,75,85,,14,.397,,LAA,1%,48,6.1,,2014
7,.286,3.21,0.0,0,227.0,AL,"Shields,James",.286,.714,3.0,1,1,0,0,.429,180,KCR,1%,0,3.8,14,2014
590,.268,,0.0,25, ,AL,"Seager,Kyle",.334,.788,1.0,96,71,,7,.454,,SEA,0%,52,6.3,,2014
63,.175,1.77,18.0,0,198.1,NL,"Kershaw,Clayton",.235,.442,355.0,3,5,0,1,.206,239,LAD,85%,4,8.2,21,2014
539,.288,,8.0,37, ,NL,"Stanton,Giancarlo",.395,.950,298.0,105,89,,13,.555,,MIA,71%,94,6.5,,2014
548,.314,,4.0,25, ,NL,"McCutchen,Andrew",.410,.952,271.0,83,89,,18,.542,,PIT,65%,84,6.4,,2014
